nom_q_1102,nom_q_1111,serv_SbjNum,nom_q_1110,nom_q_3222code,ord_T_q_9101a_3,ord_T_q_9101a_4,ord_T_q_9101a_5,ord_T_q_9101a_7,ord_T_q_9101a_8,ord_T_q_9101b_1,ord_T_q_9101b_2,ord_T_q_9101b_3,ord_T_q_9101b_4,ord_T_q_9101b_6,ord_T_q_9101b_7,ord_T_q_9101c_1,ord_T_q_9101c_2,ord_T_q_9101c_4,ord_T_q_9101c_6,ord_T_q_9101c_7,ord_T_q_9101c_8,ord_T_q_9101c_9,ord_T_q_9101d_2,ord_T_q_9101d_3,ord_T_q_9101d_4,ord_T_q_9101d_6,ord_T_q_9101d_7,ord_T_q_9101d_8,ord_T_q_9101d_9,ord_T_q_9101e_1,ord_T_q_9101e_2,ord_T_q_9101e_4,ord_T_q_9101e_7,ord_T_q_9101e_8,ord_T_q_9101f_2,nom_q_9103b,nom_q_9103c,nom_q_9103d,nom_q_9103e,nom_q_9103f,nom_q_9103g,nom_q_9103h,nom_q_9103i,nom_q_9103j,nom_q_9103k,nom_q_9103l,nom_q_9103m,nom_q_9103n,nom_q_9103o,nom_q_9103p,nom_q_9103q,nom_q_9103r,nom_q_9103s,ord_q_9301,nom_q_9303,nom_q_9305,nom_q_9306,nom_q_9308
Women,Khatlon,166717551,Village,9,It's a little weird,A little disliked,It's a little weird,Neutral,It's a little weird,A little disliked,It's a little weird,A little disliked,It's a little weird,Not at all,It's a little weird,Neutral,Not at all,Absolutely like,A little disliked,Not at all,A little disliked,Not at all,Neutral,It's a little weird,Absolutely like,It's a little weird,Absolutely like,It's a little weird,It's a little weird,Absolutely like,It's a little weird,Neutral,A little disliked,Absolutely like,Not at all,Chemistry,Botany,Owning a store,Company management,Doktor,Music,Economic sciences,Education,Law,Child care,"Playing in a group, being a member of a music team",Travel agent,Work in the office,The nurse of mercy,Economist,Accounting,Economist,Helping patients in the hospital,"We had enough money for food and clothes, but to buy a refrigerator",Official / Registered Employee (NOT YOUR FAMILY BUSINESS),"Higher Education (University, Conservatory, Academy) or Postgraduate, d",Doing housework (including caring for children),Full secondary education (grades 10-11)
Women,Khatlon,166856090,Village,9,It's a little weird,It's a little weird,Absolutely like,Neutral,Neutral,Not at all,It's a little weird,A little disliked,A little disliked,Not at all,It's a little weird,Not at all,Not at all,Absolutely like,A little disliked,Not at all,It's a little weird,Not at all,A little disliked,It's a little weird,It's a little weird,It's a little weird,Absolutely like,It's a little weird,It's a little weird,Absolutely like,It's a little weird,It's a little weird,It's a little weird,Absolutely like,Not at all,Chemistry,Photography,Owning a store,Company management,Doktor,Music,Physics,Education,Law,Child care,"Playing in a group, being a member of a music team",Travel agent,Work in the office,The nurse of mercy,Economist,Accounting,Economist,Confirmation of a home loan (mortgage),"We didn't have any financial problems, we even bought a new house, aha",Official / Registered Employee (NOT YOUR FAMILY BUSINESS),"Higher Education (University, Conservatory, Academy) or Postgraduate, d",Doing housework (including caring for children),Full secondary education (grades 10-11)
Man,Khatlon,166868394,Village,9,It's a little weird,It's a little weird,Absolutely like,Absolutely like,Absolutely like,Not at all,Absolutely like,Absolutely like,It's a little weird,Absolutely like,It's a little weird,Not at all,Not at all,Absolutely like,It's a little weird,Neutral,It's a little weird,Not at all,Absolutely like,Absolutely like,It's a little weird,A little disliked,Absolutely like,It's a little weird,Not at all,Absolutely like,Absolutely like,Absolutely like,Absolutely like,It's a little weird,Not at all,Electronics,Photography,Owning a store,Company management,Doktor,Working with wood,Economic sciences,Art,Law,Stand electronics,Landscaping,Mechanic,Work in the office,The nurse of mercy,Electric,Geology,Builder,Confirmation of a home loan (mortgage),"We had money for food, but buying clothes was a big problem for us",Official / Registered Employee (NOT YOUR FAMILY BUSINESS),"Higher Education (University, Conservatory, Academy) or Postgraduate, d",Doing housework (including caring for children),Incomplete general secondary education (grades 5-9)
Man,Khatlon,166855892,Village,9,It's a little weird,It's a little weird,Absolutely like,Absolutely like,Absolutely like,Not at all,It's a little weird,Absolutely like,It's a little weird,Absolutely like,It's a little weird,Not at all,Not at all,Absolutely like,It's a little weird,It's a little weird,It's a little weird,Not at all,Absolutely like,Absolutely like,It's a little weird,It's a little weird,Absolutely like,It's a little weird,Not at all,Absolutely like,Absolutely like,Absolutely like,Absolutely like,It's a little weird,Not at all,Electronics,Photography,Owning a store,Company management,Doktor,Working with wood,Economic sciences,Education,Law,Stand electronics,Landscaping,Travel agent,Work in the office,The nurse of mercy,Economist,Accounting,Builder,Confirmation of a home loan (mortgage),"We had money for food, but buying clothes was a big problem for us",Official / Registered Employee (NOT YOUR FAMILY BUSINESS),Incomplete general secondary education (Grades 5-9),Official / Registered Employee (NOT YOUR FAMILY BUSINESS),Full secondary education (grades 10-11)
Man,Khatlon,166820141,City,9,It's a little weird,It's a little weird,Absolutely like,Absolutely like,Absolutely like,Not at all,It's a little weird,Absolutely like,It's a little weird,Absolutely like,It's a little weird,Not at all,A little disliked,Absolutely like,Absolutely like,It's a little weird,It's a little weird,Not at all,Absolutely like,Absolutely like,Absolutely like,It's a little weird,Absolutely like,Absolutely like,Not at all,Absolutely like,Absolutely like,Absolutely like,Absolutely like,It's a little weird,Not at all,Electronics,Photography,Owning a store,Company management,Doktor,Working with wood,Physics,Education,Law,Stand electronics,Landscaping,Mechanic,Work in the office,The nurse of mercy,Economist,Accounting,Economist,Confirmation of a home loan (mortgage),"We had money for food, but buying clothes was a big problem for us",Official / Registered Employee (NOT YOUR FAMILY BUSINESS),Incomplete general secondary education (Grades 5-9),Official / Registered Employee (NOT YOUR FAMILY BUSINESS),Full secondary education (grades 10-11)
Man,Khatlon,166818001,City,9,It's a little weird,It's a little weird,Absolutely like,Absolutely like,Absolutely like,Not at all,It's a little weird,Absolutely like,It's a little weird,Absolutely like,It's a little weird,Not at all,Not at all,Absolutely like,It's a little weird,It's a little weird,It's a little weird,Not at all,Absolutely like,Absolutely like,Absolutely like,It's a little weird,Absolutely like,Absolutely like,Not at all,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Not at all,Electronics,Photography,Owning a store,Company management,Doktor,Working with wood,Physics,Education,Law,Stand electronics,Landscaping,Mechanic,Work in the office,The nurse of mercy,Economist,Geology,Economist,Confirmation of a home loan (mortgage),"We had money for food, but buying clothes was a big problem for us",Official / Registered Employee (NOT YOUR FAMILY BUSINESS),Incomplete general secondary education (Grades 5-9),Doing housework (including caring for children),Full secondary education (grades 10-11)
Man,Khatlon,166868393,Village,9,It's a little weird,It's a little weird,Not at all,Not at all,Not at all,Not at all,It's a little weird,Absolutely like,It's a little weird,It's a little weird,It's a little weird,Not at all,Not at all,Absolutely like,It's a little weird,It's a little weird,It's a little weird,Not at all,Not at all,Absolutely like,It's a little weird,It's a little weird,It's a little weird,It's a little weird,Not at all,Absolutely like,It's a little weird,Not at all,It's a little weird,It's a little weird,Not at all,Electronics,Photography,Owning a store,Company management,Doktor,Working with wood,Physics,Education,Law,Stand electronics,Landscaping,Mechanic,Work in the office,The nurse of mercy,Electric,Accounting,Economist,Confirmation of a home loan (mortgage),"We had money for food, but buying clothes was a big problem for us",Official / Registered Employee (NOT YOUR FAMILY BUSINESS),"Higher Education (University, Conservatory, Academy) or Postgraduate, d",Doing housework (including caring for children),Full secondary education (grades 10-11)
Man,Khatlon,166789166,City,9,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Not at all,It's a little weird,Absolutely like,Absolutely like,Absolutely like,It's a little weird,Not at all,Not at all,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Not at all,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Not at all,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Not at all,Electronics,Photography,Owning a store,Company management,Doktor,Working with wood,Physics,Education,Law,Stand electronics,Landscaping,Mechanic,Work in the office,The nurse of mercy,Electric,Accounting,Economist,Confirmation of a home loan (mortgage),"Money did not always reach the family, even for food",Official / Registered Employee (NOT YOUR FAMILY BUSINESS),Incomplete general secondary education (Grades 5-9),Doing housework (including caring for children),Full secondary education (grades 10-11)
Man,Khatlon,166413028,Village,9,Neutral,Absolutely like,It's a little weird,Absolutely like,Absolutely like,Not at all,Not at all,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Not at all,Absolutely like,Absolutely like,Not at all,Absolutely like,Not at all,Absolutely like,Absolutely like,Absolutely like,It's a little weird,Absolutely like,Not at all,Not at all,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Not at all,Electronics,Photography,Owning a store,Company management,Doktor,Working with wood,Economic sciences,Education,Law,Stand electronics,Landscaping,Mechanic,Work in the office,The nurse of mercy,Economist,Accounting,Economist,Confirmation of a home loan (mortgage),"Money did not always reach the family, even for food",I don't know / Rejection,Without formal education,Retired,Without formal education
Man,Khatlon,166855891,Village,9,It's a little weird,It's a little weird,Absolutely like,Absolutely like,Absolutely like,Not at all,It's a little weird,Absolutely like,It's a little weird,Absolutely like,It's a little weird,Not at all,A little disliked,Absolutely like,It's a little weird,It's a little weird,Absolutely like,Not at all,Absolutely like,It's a little weird,Absolutely like,It's a little weird,Absolutely like,Absolutely like,Not at all,Absolutely like,It's a little weird,Absolutely like,Absolutely like,It's a little weird,Not at all,Electronics,Photography,Owning a store,Company management,Doktor,Working with wood,Physics,Education,Law,Stand electronics,Landscaping,Travel agent,Work in the office,The nurse of mercy,Economist,Geology,Economist,Confirmation of a home loan (mortgage),"We had money for food, but buying clothes was a big problem for us",Official / Registered Employee (NOT YOUR FAMILY BUSINESS),Complete general secondary education (Grades 10-11),Official / Registered Employee (NOT YOUR FAMILY BUSINESS),Full secondary education (grades 10-11)
Man,Khatlon,166816979,City,9,It's a little weird,It's a little weird,Absolutely like,Absolutely like,Absolutely like,Not at all,It's a little weird,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Not at all,Absolutely like,Absolutely like,It's a little weird,Absolutely like,Not at all,Absolutely like,It's a little weird,It's a little weird,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,It's a little weird,Not at all,Electronics,Photography,Owning a store,Company management,Doktor,Working with wood,Physics,Education,Law,Stand electronics,Landscaping,Mechanic,Work in the office,The nurse of mercy,Electric,Geology,Economist,Confirmation of a home loan (mortgage),"Money did not always reach the family, even for food",Official / Registered Employee (NOT YOUR FAMILY BUSINESS),Incomplete general secondary education (Grades 5-9),Retired,Full secondary education (grades 10-11)
Man,Khatlon,166789164,City,9,Absolutely like,It's a little weird,Absolutely like,Absolutely like,Absolutely like,Not at all,It's a little weird,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Not at all,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Electronics,Photography,Owning a store,Company management,Doktor,Working with wood,Physics,Education,Law,Stand electronics,Landscaping,Mechanic,Work in the office,The nurse of mercy,Economist,Accounting,Builder,Confirmation of a home loan (mortgage),"Money did not always reach the family, even for food",Official / Registered Employee (NOT YOUR FAMILY BUSINESS),Incomplete general secondary education (Grades 5-9),Doing housework (including caring for children),Full secondary education (grades 10-11)
